pmid	year	count	title	otherid
4222613	2013	1	RaTrav: a tool for calculating mean first-passage times on biochemical networks	24261882
3827099	2013	2	Biological Diversity in the Patent System	24265714
3837676	2013	1	Migration and Persistence of Human Influenza A Viruses, Vietnam, 2001&#x2013;2008	24188643
3815063	2013	2	Construction of Reference Chromosome-Scale Pseudomolecules for Potato: Integrating the Potato Genome with Genetic and Physical Maps	24062527
3813576	2013	1	Linking Plant Specialization to Dependence in Interactions for Seed Set in Pollination Networks	24205187
3902916	2014	3	Inference of sigma factor controlled networks by using numerical modeling applied to microarray time series data of the germinating prokaryote	24157841
3798343	2013	1	A Hierarchical Poisson Log-Normal Model for Network Inference from RNA Sequencing Data	24147011
3781167	2013	2	Effective Connectivity Reveals Strategy Differences in an Expert Calculator	24086291
3792187	2013	2	Publication trends in neuroimaging of minimally conscious states	24109545
3775427	2013	3	Task vs. rest&#x2014;different network configurations between the coactivation and the resting-state brain networks	24062654
3763187	2013	3	Graph theory reveals dysconnected hubs in 22q11DS and altered nodal efficiency in patients with hallucinations	24046733
3847279	2013	1	Epigenetic coordination of signaling pathways during the epithelial-mesenchymal transition	24004852
3753538	2013	2	Community structure in the phonological network	23986735
3735989	2013	1	GraphML specializations to codify ancestral recombinant graphs	23967010
3733613	2013	1	A network model of genomic hormone interactions underlying dementia and its translational validation through serendipitous off-target effect	23885764
3724923	2013	1	The Effect of Criticism on Functional Brain Connectivity and Associations with Neuroticism	23922755
3720848	2013	2	LabTrove: A Lightweight, Web Based, Laboratory &#x201C;Blog&#x201D; as a Route towards a Marked Up Record of Work in a Bioscience Research Laboratory	23935832
3720582	2013	3	Structural and Logical Analysis of a Comprehensive Hedgehog Signaling Pathway to Identify Alternative Drug Targets for Glioma, Colon and Pancreatic Cancer	23935937
3727994	2013	3	EGN: a wizard for construction of gene and genome similarity networks	23841456
3704356	2013	1	Foundations for an ontology of brain areas, circuits and functions	
3700933	2013	2	Unravelling the Complexity of Human Olfactory Receptor Repertoire by Copy Number Analysis across Population Using High Resolution Arrays	23843967
3694152	2013	1	Bibliometric Evidence for a Hierarchy of the Sciences	23840557
3689815	2013	1	Topological Strata of Weighted Complex Networks	23805226
3707059	2013	1	Comprehensive genotyping of the USA national maize inbred seed bank	23759205
3675119	2013	3	High Quality Topic Extraction from Business News Explains Abnormal Financial Market Volatility	23762258
3652871	2013	1	A DTI-Based Template-Free Cortical Connectome Study of Brain Maturation	23675475
3630219	2013	1	A Comprehensive, Multi-Scale Dynamical Model of ErbB Receptor Signal Transduction in Human Mammary Epithelial Cells	23637902
3630111	2013	1	Assembly-Driven Community Genomics of a Hypersaline Microbial Ecosystem	23637883
3625956	2013	6	MalaCards: an integrated compendium for diseases and their annotation	23584832
3675468	2013	1	Metabolic tinker: an online tool for guiding the design of synthetic metabolic pathways	23580552
3814486	2013	1	Using Systems Biology-based Analysis Approaches to Identify Mechanistically Significant Adverse Drug Reactions: Pulmonary Complications from Combined Use of Anti-TNF&#x3B1; Agents and Corticosteroids	24303326
3584146	2013	1	The Poultry-Associated Microbiome: Network Analysis and Farm-to-Fork Characterizations	23468931
3721175	2013	7	Role of genetic heterogeneity and epistasis in bladder cancer susceptibility and outcome: a learning classifier system approach	23444013
3622305	2013	1	Replicon-Dependent Bacterial Genome Evolution: The Case of <italic>Sinorhizobium meliloti</italic>	23431003
3586053	2013	1	Leadership of healthcare commissioning networks in England: a mixed-methods study on clinical commissioning groups	23430596
3553035	2013	3	Multilevel comparative analysis of the contributions of genome reduction and heat shock to the <italic>Escherichia coli</italic> transcriptome	23324527
3663195	2013	1	Partnerships Among Canadian Agencies Serving Women with Substance Abuse Issues and Their Children	23710160
3543927	2012	3	Network Graph Analysis of Gene-Gene Interactions in Genome-Wide Association Study Data	23346039
3571429	2012	2	Methods for detection of horizontal transfer of transposable elements in complete genomes	23411916
3498201	2012	1	Reconstruction of <italic>Danio rerio</italic> Metabolic Model Accounting for Subcellular Compartmentalisation	23166792
3510717	2012	1	Pro-Anorexia and Pro-Recovery Photo Sharing: A Tale of Two Warring Tribes	23134671
4181841	2012	1	Large-Scale Functional Organization of Long-Range Chromatin Interaction Networks	23103170
3467245	2012	3	Habitat-Associated Phylogenetic Community Patterns of Microbial Ammonia Oxidizers	23056629
3459935	2012	2	Determinants of Human Adipose Tissue Gene Expression: Impact of Diet, Sex, Metabolic Status, and <italic>Cis</italic> Genetic Regulation	23028366
3441465	2012	3	An Online Bioinformatics Curriculum	23028269
3443426	2012	3	The Cell Collective: Toward an open and collaborative approach to systems biology	22871178
3410884	2012	13	Exon Level Transcriptomic Profiling of HIV-1-Infected CD4<sup>+</sup> T Cells Reveals Virus-Induced Genes and Host Environment Favorable for Viral Replication	22876188
3547244	2012	1	Global maps of science based on the new Web-of-Science categories	23335826
3568475	2012	2	Search strategies along the academic lifecycle	23420456
3403920	2012	1	PHYLOViZ: phylogenetic inference and data visualization for sequence based typing methods	22568821
3335118	2012	8	Synthetic Biology: Mapping the Scientific Landscape	22539946
3338373	2012	2	Mapping the social network: tracking lice in a wild primate (<italic>Microcebus rufus</italic>) population to infer social contacts and vector potential	22449178
3514201	2012	1	Mapsembler, targeted and micro assembly of large NGS datasets on a desktop computer	22443449
3305924	2012	1	Cooperation-Induced Topological Complexity: A Promising Road to Fault Tolerance and Hebbian Learning	22438845
3266872	2012	2	Beyond Statistical Significance: Implications of Network Structure on Neuronal Activity	22291581
3198795	2011	1	Violating Social Norms when Choosing Friends: How Rule-Breakers Affect Social Networks	22039524
3156713	2011	1	High-Resolution Measurements of Face-to-Face Contact Patterns in a Primary School	21858018
3139605	2011	1	The Transcriptional Regulatory Network of <italic>Mycobacterium tuberculosis</italic>	21818301
3082228	2011	1	Expression level, cellular compartment and metabolic network position all influence the average selective constraint on mammalian enzymes	21470417
3046238	2011	1	Wikipedia Information Flow Analysis Reveals the Scale-Free Architecture of the Semantic Space	21407801
2896202	2010	4	ToppCluster: a multiple gene list feature analyzer for comparative enrichment clustering and network-based dissection of biological systems	20484371
