pmid	year	count	title	otherid
2627893	2008	1	GeneTrailExpress: a web-based pipeline for the statistical evaluation of microarray experiments	19099609
2646195	2008	1	GT-Miner: a graph-theoretic data miner, viewer, and model processor	19255640
2686490	2009	1	Human Protein Reference Database&#x2014;2009 update	18988627
2684442	2009	2	P<sc>olar</sc> M<sc>apper</sc>: a computational tool for integrated visualization of protein interaction networks and mRNA expression data	19091689
2592718	2008	9	Model-driven analysis of experimentally determined growth phenotypes for 465 yeast gene deletion mutants under 16 different conditions	18808699
2537576	2008	5	ProteoLens: a visual analytic tool for multi-scale database-driven biological network data mining	18793469
2424176	2008	2	Unraveling Protein Networks with Power Graph Analysis	18617988
2443398	2008	5	Bioinformatic Tools for Inferring Functional Information from Plant Microarray Data II: Analysis Beyond Single Gene	18615189
2464594	2008	1	<italic>In silico</italic> regulatory analysis for exploring human disease progression	18564415
2447721	2008	1	NeAT: a toolbox for the analysis of biological networks, clusters, classes and pathways	18524799
2441612	2008	17	Classifying transcription factor targets and discovering relevant biological features	18513408
2447774	2008	2	GraphWeb: mining heterogeneous biological networks for gene modules with functional significance	18460544
2294108	2008	1	Interactive analysis of systems biology molecular expression data	18312669
2395235	2008	1	MetaReg: a platform for modeling, analysis and visualization of biological systems using large-scale experimental data	18171474
2092437	2007	1	BNDB &#x2013; The Biochemical Network Database	17910766
2373897	2007	3	A global analysis of genetic interactions in <italic>Caenorhabditis elegans</italic>	17897480
1963338	2007	1	An exploration of alternative visualisations of the basic helix-loop-helix protein interaction network	17683601
1933155	2007	46	VisANT 3.0: new modules for pathway visualization, editing, prediction and construction	17586824
4647941	2007	1	hORFeome v3.1: A resource of human open reading frames representing over 10,000 human genes	17207965
2675843	2007	2	Identification and Characterization of Renal Cell Carcinoma Gene Markers	19455236
1764474	2006	1	Fly-DPI: database of protein interactomes for <italic>D. melanogaster </italic>in the approach of systems biology	17254302
1538788	2006	4	BiologicalNetworks: visualization and analysis tool for systems biology	16845051
1524990	2006	1	Exploration of biological network centralities with CentiBiN	16630347
1413562	2006	1	VANTED: A system for advanced data analysis and visualization in the context of biological networks	16519817
1388238	2006	2	Gene annotation and network inference by phylogenetic profiling	16503966
1409799	2006	3	PathSys: integrating molecular interaction graphs for systems biology	16464251
1160192	2005	56	VisANT: data-integrating visual framework for biological networks and modules	15980487
368431	2004	32	VisANT: an online visualization and analysis tool for biological interaction data	15028117
