pmid	year	journal	title
27808364	2016	Genet. Mol. Res.	Genome-wide identification, phylogenetic relationships, and expression analysis of the carotenoid cleavage oxygenase gene family in pepper.
27808257	2016	Sci Rep	Physiological response and sulfur metabolism of the V. dahliae-infected tomato plants in tomato/potato onion companion cropping.
27808241	2016	Sci Rep	Analysis of codon usage patterns in Ginkgo biloba reveals codon usage tendency from A/U-ending to G/C-ending.
27808166	2016	Sci Rep	LPA receptor activity is basal specific and coincident with early pregnancy and involution during mammary gland postnatal development.
27808157	2016	Sci Rep	N-acetyl ornithine deacetylase is a moonlighting protein and is involved in the adaptation of Entamoeba histolytica to nitrosative stress.
27807836	2016	Methods Mol. Biol.	Computational Methods and Correlation of Exon-skipping Events with Splicing, Transcription, and Epigenetic Factors.
27807835	2016	Methods Mol. Biol.	Complete Transcriptome RNA-Seq.
27806699	2016	BMC Genomics	De novo assembly of Sockeye salmon kidney transcriptomes reveal a limited early response to piscine reovirus with or without infectious hematopoietic necrosis virus superinfection.
27806689	2016	BMC Genomics	Functional variants of human papillomavirus type 16 demonstrate host genome integration and transcriptional alterations corresponding to their unique cancer epidemiology.
27799338	2016	G3 (Bethesda)	Assessing the Gene Content of the Megagenome: Sugar Pine (Pinus lambertiana).
27774873	2016	J Bioinform Comput Biol	Conditional estimation of local pooled dispersion parameter in small-sample RNA-Seq data improves differential expression test.
27749818	2016	Nature	Single-cell RNA-seq identifies a PD-1(hi) ILC progenitor and defines its development pathway.
27720830	2016	Gene	Transcriptome analysis of the responses to methyl methanesulfonate treatment in mouse pachytene spermatocytes and round spermatids.
27621284	2016	EMBO Rep.	Xanthomonas campestris attenuates virulence by sensing light through a bacteriophytochrome photoreceptor.
27455882	2016	J Bioinform Comput Biol	PR2S2Clust: Patched RNA-seq read segments' structure-oriented clustering.
27806133	2016	PLoS ONE	Transcriptome Analysis and Comparison of Marmota monax and Marmota himalayana.
27805251	2016	Oncol. Rep.	In silico RNA-seq and experimental analyses reveal the differential expression and splicing of EPDR1 and ZNF518B genes in relation to KRAS mutations in colorectal cancer cells.
27804982	2016	Sci Rep	Systems-wide analysis of manganese deficiency-induced changes in gene activity of Arabidopsis roots.
27804979	2016	Sci Rep	Laminin-guided highly efficient endothelial commitment from human pluripotent stem cells.
27803275	2016	Cold Spring Harb Protoc	RNA-Seq: RNA Conversion to cDNA and Amplification.
27803059	2016	Development	ATR maintains chromosomal integrity during postnatal cerebellar neurogenesis and is required for medulloblastoma formation.
27791168	2016	Proc. Natl. Acad. Sci. U.S.A.	Dynamic translation regulation in Caulobacter cell cycle control.
27791081	2016	Proc. Natl. Acad. Sci. U.S.A.	Chloroplast-mediated regulation of CO2-concentrating mechanism by Ca2+-binding protein CAS in the green alga Chlamydomonas reinhardtii.
27658058	2016	Gut Microbes	A perspective on single cell behavior during infection.
27609421	2016	Mol. Cell Proteomics	TNIP2 is a Hub Protein in the NF-κB Network with Both Protein and RNA Mediated Interactions.
27189164	2016	Clin. Cancer Res.	Biased Expression of the FOXP3Δ3 Isoform in Aggressive Bladder Cancer Mediates Differentiation and Cisplatin Chemotherapy Resistance.
27802111	2016	Radiat. Res.	Identification of Differential Gene Expression Patterns after Acute Exposure to High and Low Doses of Low-LET Ionizing Radiation in a Reconstituted Human Skin Tissue.
27801893	2016	Transl Psychiatry	The DPYSL2 gene connects mTOR and schizophrenia.
27801843	2016	Molecules	Comparative Transcriptomic Analysis of Grape Berry in Response to Root Restriction during Developmental Stages.
27801551	2016	Proteomics Clin Appl	Sample preparation method considerations for integrated transcriptomic and proteomic analysis of tumors.
27801295	2016	BMC Genomics	Secondary metabolite gene clusters in the entomopathogen fungus Metarhizium anisopliae: genome identification and patterns of expression in a cuticle infection model.
27801293	2016	BMC Genomics	The polymyxin B-induced transcriptomic response of a clinical, multidrug-resistant Klebsiella pneumoniae involves multiple regulatory elements and intracellular targets.
27801289	2016	BMC Genomics	Evolutionary hallmarks of the human proteome: chasing the age and coregulation of protein-coding genes.
27793834	2016	Biol Open	Early molecular events during retinoic acid induced differentiation of neuromesodermal progenitors.
27760051	2016	J. Clin. Invest.	Long noncoding RNA Tug1 regulates mitochondrial bioenergetics in diabetic nephropathy.
27747949	2016	Mol. Ecol.	Seasonal gene expression in a migratory songbird.
27726377	2016	Anal. Chem.	PCR-Free, Multiplexed Expression Profiling of microRNAs Using Silicon Photonic Microring Resonators.
27474725	2016	Nucleic Acids Res.	FocalScan: Scanning for altered genes in cancer based on coordinated DNA and RNA change.
27460604	2016	Int J Obes (Lond)	Novel genes on rat chromosome 10 are linked to body fat mass, preadipocyte number and adipocyte size.
27458203	2016	Nucleic Acids Res.	SNP calling from RNA-seq data without a reference genome: identification, quantification, differential analysis and impact on the protein sequence.
27425258	2016	Plant J.	Retrograde signalling caused by heritable mitochondrial dysfunction is partially mediated by ANAC017 and improves plant performance.
27795737	2016	Epigenetics Chromatin	Expression and epigenomic landscape of the sex chromosomes in mouse post-meiotic male germ cells.
27795423	2016	J. Virol.	Dysregulated Glycoprotein B-Mediated Cell-Cell Fusion Disrupts Varicella-Zoster Virus and Host Gene Transcription during Infection.
27788331	2016	ACS Nano	Cells Respond to Distinct Nanoparticle Properties with Multiple Strategies As Revealed by Single-Cell RNA-Seq.
27669167	2016	Nat. Biotechnol.	Modeling of RNA-seq fragment sequence bias reduces systematic errors in transcript abundance estimation.
27664180	2016	Genome Biol Evol	Transcriptional Interference Promotes Rapid Expression Divergence of Drosophila Nested Genes.
27635053	2016	Genome Biol Evol	Reptile Pregnancy Is Underpinned by Complex Changes in Uterine Gene Expression: A Comparative Analysis of the Uterine Transcriptome in Viviparous and Oviparous Lizards.
27530253	2016	Hum. Mol. Genet.	Model systems of DUX4 expression recapitulate the transcriptional profile of FSHD cells.
26614510	2016	Mol. Neurobiol.	Phospholipase C Beta 1: a Candidate Signature Gene for Proneural Subtype High-Grade Glioma.
27793094	2016	BMC Genomics	Network analysis of psoriasis reveals biological pathways and roles for coding and long non-coding RNAs.
27792773	2016	PLoS ONE	RNA-Seq Transcriptomic Responses of Full-Thickness Dermal Excision Wounds to Pseudomonas aeruginosa Acute and Biofilm Infection.
27792272	2016	Genesis	Spatiotemporal differences in otoconial gene expression.
27790856	2016	Microbiologyopen	A family of genus-specific RNAs in tandem with DNA-binding proteins control expression of the badA major virulence factor gene in Bartonella henselae.
27790234	2016	Front Plant Sci	Transcriptome Analysis and Ultrastructure Observation Reveal that Hawthorn Fruit Softening Is due to Cellulose/Hemicellulose Degradation.
27790227	2016	Front Plant Sci	Genome-Wide Gene Expressions Respond Differently to A-subgenome Origins in Brassica napus Synthetic Hybrids and Natural Allotetraploid.
27790223	2016	Front Plant Sci	Tubulin C-terminal Post-translational Modifications Do Not Occur in Wood Forming Tissue of Populus.
27790222	2016	Front Plant Sci	Transcriptome Analysis of a New Peanut Seed Coat Mutant for the Physiological Regulatory Mechanism Involved in Seed Coat Cracking and Pigmentation.
27789319	2016	Genomics	Genome-wide regulatory dynamics of G-quadruplexes in human malaria parasite Plasmodium falciparum.
27729530	2016	Proc. Natl. Acad. Sci. U.S.A.	Nascent RNA sequencing reveals distinct features in plant transcription.
27718328	2016	Environ Microbiol Rep	RNA-Seq identifies redox balance related gene expression alterations under acute cadmium exposure in yeast.
27645402	2016	RNA Biol	Toward the promise of microRNAs - Enhancing reproducibility and rigor in microRNA research.
27402900	2016	Bioinformatics	samExploreR: exploring reproducibility and robustness of RNA-seq results based on SAM files.
27788144	2016	PLoS ONE	RNA-Seq Revealed Differences in Transcriptomes between 3ADON and 15ADON Populations of Fusarium graminearum In Vitro and In Planta.
27787803	2016	Methods Mol. Biol.	Single-Cell RNA Sequencing of Human T Cells.
27787801	2016	Methods Mol. Biol.	Next-Generation Sequencing Analysis of Long Noncoding RNAs in CD4+ T Cell Differentiation.
27786264	2016	Sci Rep	Differential expression of long non-coding RNAs in three genetic lines of rainbow trout in response to infection with Flavobacterium psychrophilum.
27785895	2016	Environ. Toxicol.	Transcriptome analysis of zebrafish embryos exposed to deltamethrin.
27784279	2016	BMC Genomics	Developmental transcriptome of resting cell formation in Mycobacterium smegmatis.
27784267	2016	BMC Dev. Biol.	Expression of ribosomopathy genes during Xenopus tropicalis embryogenesis.
27784266	2016	BMC Genomics	Transcriptomic responses of a simplified soil microcosm to a plant pathogen and its biocontrol agent reveal a complex reaction to harsh habitat.
27742474	2016	Mol. Phylogenet. Evol.	Phylogenomic analysis of yellowjackets and hornets (Hymenoptera: Vespidae, Vespinae).
27717699	2016	Comp. Biochem. Physiol. C Toxicol. Pharmacol.	Chronic MeHg exposure modifies the histone H3K4me3 epigenetic landscape in Caenorhabditis elegans.
27706866	2016	Mol. Ecol.	Genetic basis for variation in salinity tolerance between stickleback ecotypes.
27668657	2016	Nat. Genet.	Analysis of allelic expression patterns in clonal somatic cells by single-cell RNA-seq.
27667365	2016	Cell Syst	A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure.
27608441	2016	J. Cell. Biochem.	Expression of Six Proteins Causes Reprogramming of Porcine Fibroblasts Into Induced Pluripotent Stem Cells With Both Active X Chromosomes.
27783633	2016	PLoS ONE	RNA-Seq Count Data Modelling by Grey Relational Analysis and Nonparametric Gaussian Process.
27782827	2016	Genome Biol.	A statistical approach for identifying differential distributions in single-cell RNA-seq experiments.
27782799	2016	BMC Genomics	Novel equine tissue miRNAs and breed-related miRNA expressed in serum.
27782217	2016	Sci Rep	Genome-wide methylation analysis identified sexually dimorphic methylated regions in hybrid tilapia.
27782158	2016	Sci Rep	Analyses of RNA-Seq and sRNA-Seq data reveal a complex network of anti-viral defense in TCV-infected Arabidopsis thaliana.
27781409	2016	J. Exp. Zool. B Mol. Dev. Evol.	TreeExp1.0: R Package for Analyzing Expression Evolution Based on RNA-Seq Data.
27681253	2016	Mol. Genet. Genomics	Genome-wide identification and expression analysis of stress-associated proteins (SAPs) containing A20/AN1 zinc finger in cotton.
27631966	2016	Mol. Genet. Genomics	De novo transcriptomic analysis and development of EST-SSR markers in the Siberian tiger (Panthera tigris altaica).
27586543	2016	Plant Mol. Biol.	Transcriptome profiling of developmental leaf senescence in sorghum (Sorghum bicolor).
27561287	2016	Mol. Genet. Genomics	Transcriptome analysis reveals that constant heat stress modifies the metabolism and structure of the porcine longissimus dorsi skeletal muscle.
27778293	2016	Plant Mol. Biol.	Deep analysis of wild Vitis flower transcriptome reveals unexplored genome regions associated with sex specification.
27777629	2016	Epigenetics Chromatin	An H4K16 histone acetyltransferase mediates decondensation of the X chromosome in C. elegans males.
27776492	2016	BMC Genomics	Australian black field crickets show changes in neural gene expression associated with socially-induced morphological, life-history, and behavioral plasticity.
27615194	2016	J. Comp. Neurol.	Gene expression profiling of granule cells and Purkinje cells in the zebrafish cerebellum.
27776194	2016	Acta Biochim. Pol.	RNA-Seq-based analysis of differential gene expression associated with hepatitis C virus infection in a cell culture.
27776190	2016	PLoS ONE	Antennal Transcriptome and Differential Expression Analysis of Five Chemosensory Gene Families from the Asian Honeybee Apis cerana cerana.
27775866	2016	Plant Biol (Stuttg)	Characterising genes associated with flowering time in carrot (Daucus carota L.) using transcriptome analysis.
27775065	2016	Sci Rep	Insertion of a knockout-first cassette in Ampd1 gene leads to neonatal death by disruption of neighboring genes expression.
27774870	2016	J Bioinform Comput Biol	A two-step integrated approach to detect differentially expressed genes in RNA-Seq data.
27774448	2016	Front Med (Lausanne)	Psoriasis-Specific RNA Isoforms Identified by RNA-Seq Analysis of 173,446 Transcripts.
27774095	2016	Front Plant Sci	Transcriptome Sequencing Identified Genes and Gene Ontologies Associated with Early Freezing Tolerance in Maize.
27771778	2016	Mar. Biotechnol.	Genome-Wide Analysis of Alternative Splicing Provides Insights into Stress Adaptation of the Pacific Oyster.
27769778	2016	Virus Res.	A bioinformatics approach reveals seven nearly-complete RNA-virus genomes in bivalve RNA-seq data.
27756541	2016	J. Mol. Cell. Cardiol.	Growth and maturation of heart valves leads to changes in endothelial cell distribution, impaired function, decreased metabolism and reduced cell proliferation.
27742530	2016	Biochim. Biophys. Acta	Guidelines for the selection of functional assays to evaluate the hallmarks of cancer.
27685607	2016	FEBS Lett.	Integrative analysis of Arabidopsis thaliana transcriptomics reveals intuitive splicing mechanism for circular RNA.
27665533	2016	Comput. Biol. Med.	The R implementation of the CRAN package PATHChange, a tool to study genetic pathway alterations in transcriptomic data.
27613379	2016	J Proteomics	Complementarity of SOMAscan to LC-MS/MS and RNA-seq for quantitative profiling of human embryonic and mesenchymal stem cells.
27611852	2016	Epigenetics	Wilson Disease: Epigenetic effects of choline supplementation on phenotype and clinical course in a mouse model.
27542528	2016	Neuroscience	Critical re-evaluation of neuroglobin expression reveals conserved patterns among mammals.
27770578	2016	Insect Mol. Biol.	RNA interference and dietary inhibitors induce a similar compensation response in Tribolium castaneum larvae.
27770381	2016	Virol Sin	De novo transcriptome analysis of Spodoptera exigua multiple nucleopolyhedrovirus (SeMNPV) genes in latently infected Se301 cells.
27770366	2016	Methods Mol. Biol.	Profiling New Small RNA Sequences.
27770026	2016	G3 (Bethesda)	Microenvironmental Gene Expression Plasticity Among Individual Drosophila melanogaster.
27769992	2016	Brief. Bioinformatics	An empirical likelihood ratio test robust to individual heterogeneity for differential expression analysis of RNA-seq.
27769185	2016	BMC Plant Biol.	Genetic analysis of phytoene synthase 1 (Psy1) gene function and regulation in common wheat.
27769170	2016	BMC Bioinformatics	dupRadar: a Bioconductor package for the assessment of PCR artifacts in RNA-Seq data.
27221037	2016	Oncotarget	Alterations of androgen receptor-regulated enhancer RNAs (eRNAs) contribute to enzalutamide resistance in castration-resistant prostate cancer.
27768818	2016	Environ. Microbiol.	Global transcriptional response of solvent-sensitive and solvent-tolerant Pseudomonas putida strains exposed to toluene.
27768696	2016	PLoS Genet.	Fine Mapping of a Dravet Syndrome Modifier Locus on Mouse Chromosome 5 and Candidate Gene Analysis by RNA-Seq.
27766430	2016	Mycorrhiza	Transcriptional profiling of arbuscular mycorrhizal roots exposed to high levels of phosphate reveals the repression of cell cycle-related genes and secreted protein genes in Rhizophagus irregularis.
27766092	2016	Front Microbiol	Identification of Differentially Expressed Genes during Bacillus subtilis Spore Outgrowth in High-Salinity Environments Using RNA Sequencing.
27765809	2016	Genetics	Discovering Single Nucleotide Polymorphisms Regulating Human Gene Expression Using Allele Specific Expression from RNA-seq Data.
27765019	2016	BMC Genomics	Impact of RNA degradation on fusion detection by RNA-seq.
27764764	2016	Physiol. Genomics	Transcriptomic differences in intra-abdominal adipose tissue in extremely obese adolescents with different stages of NAFLD.
27764234	2016	PLoS ONE	Uncovering the Complex Transcriptome Response of Mytilus chilensis against Saxitoxin: Implications of Harmful Algal Blooms on Mussel Populations.
27763814	2016	RNA Biol	The RNA-binding landscape of RBM10 and its role in alternative splicing regulation in models of mouse early development.
27763516	2016	Molecules	Transcriptome Profile Reveals that Pu-Erh Tea Represses the Expression of Vitellogenin Family to Reduce Fat Accumulation in Caenorhabditis elegans.
27762676	2016	Stem Cells Dev.	Canonical microRNAs Enable Differentiation, Protect Against DNA Damage, and Promote Cholesterol Biosynthesis in Neural Stem Cells.
27761329	2016	PeerJ	Transcriptome analysis reveals candidate genes involved in luciferin metabolism in Luciola aquatilis (Coleoptera: Lampyridae).
27760567	2016	Genome Biol.	TransComb: genome-guided transcriptome assembly via combing junctions in splicing graphs.
27760186	2016	PLoS ONE	Deciphering Transcriptional Programming during Pod and Seed Development Using RNA-Seq in Pigeonpea (Cajanus cajan).
27760173	2016	PLoS ONE	Filtration and Normalization of Sequencing Read Data in Whole-Metagenome Shotgun Samples.
27760142	2016	PLoS Negl Trop Dis	Identification of Aedes aegypti Long Intergenic Non-coding RNAs and Their Association with Wolbachia and Dengue Virus Infection.
27760139	2016	PLoS Genet.	Local Adaptation of Sun-Exposure-Dependent Gene Expression Regulation in Human Skin.
27759035	2016	Sci Rep	mdRNA-Seq analysis of marine microbial communities from the northern Red Sea.
27759007	2016	Nat Commun	SIKs control osteocyte responses to parathyroid hormone.
27757297	2016	Oncoimmunology	Novel non-canonical role of STAT1 in Natural Killer cell cytotoxicity.
27757119	2016	Front Plant Sci	Comparative Transcriptome Analyses Reveal a Special Glucosinolate Metabolism Mechanism in Brassica alboglabra Sprouts.
27756914	2016	Sci Rep	Discovery of putative capsaicin biosynthetic genes by RNA-Seq and digital gene expression analysis of pepper.
27756224	2016	BMC Genomics	High-resolution analysis of multi-copy variant surface glycoprotein gene expression sites in African trypanosomes.
27756219	2016	BMC Genomics	Gene expression profile indicates involvement of NO in Camellia sinensis pollen tube growth at low temperature.
27756200	2016	BMC Bioinformatics	Roar: detecting alternative polyadenylation with standard mRNA sequencing libraries.
27698428	2016	Mol. Psychiatry	Predicting the functional states of human iPSC-derived neurons with single-cell RNA-seq and electrophysiology.
27650512	2016	J. Plant Res.	Expression of a putative dioxygenase gene adjacent to an insertion mutation is involved in the short internodes of columnar apples (Malus × domestica).
27630034	2016	RNA Biol	A novel role for the 3'-5' exoribonuclease Dis3L2 in controlling cell proliferation and tissue growth.
27614431	2016	Funct. Integr. Genomics	RNA-seq analysis of the transcriptional response to blue and red light in the extremophilic red alga, Cyanidioschyzon merolae.
27539677	2016	Glob Chang Biol	Plant adaptation or acclimation to rising CO2 ? Insight from first multigenerational RNA-Seq transcriptome.
27514584	2016	Biochim. Biophys. Acta	RUNX1 contributes to higher-order chromatin organization and gene regulation in breast cancer cells.
27460590	2016	Theor. Appl. Genet.	A novel nitrogen-dependent gene associates with the lesion mimic trait in wheat.
27755550	2016	PLoS ONE	The Ser82 RAGE Variant Affects Lung Function and Serum RAGE in Smokers and sRAGE Production In Vitro.
27754875	2016	RNA	Global analysis of pre-mRNA subcellular localization following splicing inhibition by spliceostatin A.
27754853	2016	G3 (Bethesda)	Age and Diet Affect Genetically Separable Secondary Injuries that Cause Acute Mortality Following Traumatic Brain Injury in Drosophila.
27754422	2016	Nutrients	Effect of Green Tea Extract on Systemic Metabolic Homeostasis in Diet-Induced Obese Mice Determined via RNA-Seq Transcriptome Profiles.
27753891	2016	J. Hypertens.	ISH NIA OS-06 PUTATIVE MECHANISMS FOR CEREBROVASCULAR REMODELLING IN THE SPONTANEOUSLY HYPERTENSIVE RAT (SHR) USING TRANSCRIPTOMICS.
27753538	2016	Cell Cycle	Expression and prognostic significance of the autoimmune regulator gene in breast cancer cells.
27750442	2016	Gynecol. Endocrinol.	Inside the granulosa transcriptome.
27750433	2016	AIDS Res. Hum. Retroviruses	The Novel Landscape of Long Non-Coding RNAs in Response to Human Foamy Virus Infection Characterized by RNA-Seq.
27732888	2016	Genomics	Tissue-specific transcriptome characterization for developing tadpoles of the northern leopard frog (Lithobates pipiens).
27722582	2016	Mol Biosyst	SPIRE, a modular pipeline for eQTL analysis of RNA-Seq data, reveals a regulatory hotspot controlling miRNA expression in C. elegans.
27607351	2016	Am. J. Nephrol.	Hypoxia-Inducible Factor-1α Activates the Transforming Growth Factor-β/SMAD3 Pathway in Kidney Tubular Epithelial Cells.
27558093	2016	Mol. Biol. Rep.	Genome-wide identification of salinity responsive HSP70s in common bean.
27541077	2016	Plant J.	The Arabidopsis polyamine transporter LHR1/PUT3 modulates heat responsive gene expression by enhancing mRNA stability.
27539720	2016	Mol. Plant Pathol.	Transcriptomic changes in Nicotiana benthamiana plants inoculated with the wild-type or an attenuated mutant of Tobacco vein banding mosaic virus.
27750393	2016	Environ. Microbiol.	Proteomic and transcriptomic investigations on cold-responsive properties of the psychrophilic Antarctic bacterium Psychrobacter sp. PAMC 21119 at subzero temperatures.
27749935	2016	PLoS ONE	Identification of Appropriate Reference Genes for Normalization of miRNA Expression in Grafted Watermelon Plants under Different Nutrient Stresses.
27749922	2016	PLoS ONE	Genome-Wide Transcriptome Analysis of CD36 Overexpression in HepG2.2.15 Cells to Explore Its Regulatory Role in Metabolism and the Hepatitis B Virus Life Cycle.
27749013	2016	Genes Brain Behav.	High motivation for exercise is associated with altered chromatin regulators of monoamine receptor gene expression in the striatum of selectively bred mice.
27748765	2016	Oncogene	Genomic modelling of the ESR1 Y537S mutation for evaluating function and new therapeutic approaches for metastatic breast cancer.
27748415	2016	Sci Rep	The alternatively-included 11a sequence modifies the effects of Mena on actin cytoskeletal organization and cell behavior.
27606694	2016	Curr Opin Oncol	Utility of flow cytometry studies in the management of patients with multiple myeloma.
27742864	2016	Reproduction	Deep RNA sequencing analysis of syncytialization-related genes during BeWo cell fusion.
27742662	2016	Brief. Bioinformatics	Synthetic data sets for the identification of key ingredients for RNA-seq differential analysis.
27742590	2016	Fish Shellfish Immunol.	Transcriptome analysis reveals that insulin is an immunomodulatory hormone in common carp.
27741295	2016	PLoS ONE	Influence of Gene Expression on Hardness in Wheat.
27741294	2016	PLoS ONE	Ovarian Transcriptome Analysis of Vitellogenic and Non-Vitellogenic Female Banana Shrimp (Fenneropenaeus merguiensis).
27740630	2016	Blood Cancer J	CircRNAs in hematopoiesis and hematological malignancies.
27739910	2016	RNA Biol	Full-length sequence assembly reveals circular RNAs with diverse non-GT/AG splicing signals in rice.
27739534	2016	Nat. Rev. Genet.	Detecting circular RNAs: bioinformatic and experimental challenges.
27739524	2016	Sci Rep	Characterization of factors underlying the metabolic shifts in developing kernels of colored maize.
27739137	2016	Stem Cells	Zeb2 Regulates Cell Fate at the Exit from Epiblast State in Mouse Embryonic Stem Cells.
27738138	2016	Nucleic Acids Res.	The Candida Genome Database (CGD): incorporation of Assembly 22, systematic identifiers and visualization of high throughput sequencing data.
27736909	2016	PLoS ONE	Complete Sequence and Analysis of Coconut Palm (Cocos nucifera) Mitochondrial Genome.
27735125	2016	Plant Biotechnol. J.	The defence-associated transcriptome of hexaploid wheat displays homoeolog expression and induction bias.
27734264	2016	Med. Oncol.	The novel miR-9501 inhibits cell proliferation, migration and activates apoptosis in non-small cell lung cancer.
27734096	2016	Theor. Appl. Genet.	Fine mapping of a major QTL for awn length in barley using a multiparent mapping population.
27733572	2016	J. Leukoc. Biol.	Neutrophil biomarkers predict response to therapy with tumor necrosis factor inhibitors in rheumatoid arthritis.
27733379	2016	Biol. Reprod.	TSPAN8 Expression Distinguishes Spermatogonial Stem Cells in the Prepubertal Mouse Testis.
27733120	2016	BMC Genomics	Comparative proteomics reveals that central metabolism changes are associated with resistance against Sporisorium scitamineum in sugarcane.
27733113	2016	BMC Genomics	Gene expression and metabolism preceding soft scald, a chilling injury of 'Honeycrisp' apple fruit.
27732864	2016	Cell Rep	Gene Function Prediction Based on Developmental Transcriptomes of the Two Sexes in C. elegans.
27730449	2016	Sci China Life Sci	Integrated transcriptome analysis of human iPS cells derived from a fragile X syndrome patient during neuronal differentiation.
27730241	2016	Mol Biosyst	Deciphering the cross-talking of human competitive endogenous RNAs in K562 chronic myelogenous leukemia cell line.
27729424	2016	Genetics	Detecting Sources of Transcriptional Heterogeneity in Large-Scale RNA-Seq Data Sets.
27729324	2016	Blood	Alternative genetic mechanisms of BRAF activation in Langerhans cell histiocytosis.
27729006	2016	BMC Genomics	Comparative RNA-Seq profiling of berry development between table grape 'Kyoho' and its early-ripening mutant 'Fengzao'.
27725824	2016	Front Plant Sci	Recent Developments in Systems Biology and Metabolic Engineering of Plant-Microbe Interactions.
27725713	2016	Sci Rep	Systems-level analysis reveals selective regulation of Aqp2 gene expression by vasopressin.
27724872	2016	BMC Plant Biol.	Insights into the adaptive response of Arabidopsis thaliana to prolonged thermal stress by ribosomal profiling and RNA-Seq.
27724863	2016	BMC Plant Biol.	Strand-specific RNA-Seq transcriptome analysis of genotypes with and without low-phosphorus tolerance provides novel insights into phosphorus-use efficiency in maize.
27723087	2016	Curr Protoc Mol Biol	Strand-Specific Transcriptome Sequencing Using SMART Technology.
27723086	2016	Curr Protoc Mol Biol	Transcriptome Analysis at the Single-Cell Level Using SMART Technology.
27721820	2016	Front Plant Sci	Genome-Wide Gene/Genome Dosage Imbalance Regulates Gene Expressions in Synthetic Brassica napus and Derivatives (AC, AAC, CCA, CCAA).
27718505	2016	Prenat. Diagn.	Optimization of techniques for multiple platform testing in small, precious samples such as human chorionic villus sampling.
27717469	2016	Plant Sci.	De novo transcriptome assembly and identification of the gene conferring a &quot;pandan-like&quot; aroma in coconut (Cocos nucifera L.).
27717247	2016	Mol. Ecol.	Comparative transcriptomics reveal host-specific nucleotide variation in entomophthoralean fungi.
27716944	2016	New Phytol.	MdMyb93 is a regulator of suberin deposition in russeted apple fruit skins.
27716579	2016	Aquat. Toxicol.	The transcription factor, Nuclear factor, erythroid 2 (Nfe2), is a regulator of the oxidative stress response during Danio rerio development.
27716510	2016	Cell	Molecular Diversity of Midbrain Development in Mouse, Human, and Stem Cells.
27716375	2016	Genome Biol.	Erratum to: A benchmark for RNA-seq quantification pipelines.
27716309	2016	Genome Biol.	Correlation of an epigenetic mitotic clock with cancer risk.
27716054	2016	BMC Plant Biol.	Ethylene responsive transcription factor ERF109 retards PCD and improves salt tolerance in plant.
27716052	2016	BMC Genomics	De novo assembly and transcriptome characterization of spruce dwarf mistletoe Arceuthobium sichuanense uncovers gene expression profiling associated with plant development.
27716035	2016	BMC Evol. Biol.	Molecular evolution of Odorant-binding proteins gene family in two closely related Anastrepha fruit flies.
27713754	2016	Front Plant Sci	Transcriptome Analysis of Sucrose Metabolism during Bulb Swelling and Development in Onion (Allium cepa L.).
27713731	2016	Front Microbiol	Genome-Based Genetic Tool Development for Bacillus methanolicus: Theta- and Rolling Circle-Replicating Plasmids for Inducible Gene Expression and Application to Methanol-Based Cadaverine Production.
27713059	2016	Dev. Biol.	Bmp4-Msx1 signaling and Osr2 control tooth organogenesis through antagonistic regulation of secreted Wnt antagonists.
27712956	2016	Trends Biochem. Sci.	Alternative Splicing May Not Be the Key to Proteome Complexity.
27710886	2016	Chemosphere	Developmental effects of fipronil on Japanese Medaka (Oryzias latipes) embryos.
27709374	2016	Funct. Integr. Genomics	Exploring drought stress-regulated genes in senna (Cassia angustifolia Vahl.): a transcriptomic approach.
27708717	2016	Epigenetics Chromatin	EpiMINE, a computational program for mining epigenomic data.
27708664	2016	Front Genet	Single-Cell Transcriptomics Bioinformatics and Computational Challenges.
27708656	2016	Front Plant Sci	Transcriptome Analysis of Stem and Globally Comparison with Other Tissues in Brassica napus.
27708423	2016	Sci Rep	lncScore: alignment-free identification of long noncoding RNA from assembled novel transcripts.
27708249	2016	Oncotarget	Downregulation of sphingosine kinase-1 induces protective tumor immunity by promoting M1 macrophage response in melanoma.
27707839	2016	J. Natl. Cancer Inst.	Development of a RNA-Seq Based Prognostic Signature in Lung Adenocarcinoma.
27706755	2016	Genet. Mol. Res.	RNA applications for endophytic research.
27706236	2016	PLoS ONE	RNA-Seq of Borrelia burgdorferi in Multiple Phases of Growth Reveals Insights into the Dynamics of Gene Expression, Transcriptome Architecture, and Noncoding RNAs.
27706155	2016	PLoS Comput. Biol.	AlignerBoost: A Generalized Software Toolkit for Boosting Next-Gen Sequencing Mapping Accuracy Using a Bayesian-Based Mapping Quality Framework.
27704301	2016	Behav. Genet.	Genetic and Genomic Response to Selection for Food Consumption in Drosophila melanogaster.
27704223	2016	Mar. Biotechnol.	Gene Co-Expression Network Analysis Reveals the Correlation Patterns Among Genes in Euryhaline Adaptation of Crassostrea gigas.
27703990	2016	Open Forum Infect Dis	Candida albicans Transcriptional Profiling Within Biliary Fluid From a Patient With Cholangitis, Before and After Antifungal Treatment and Surgical Drainage.
27703451	2016	Front Microbiol	Comparative Transcriptomic Analysis Reveals Novel Insights into the Adaptive Response of Skeletonema costatum to Changing Ambient Phosphorus.
27703449	2016	Front Microbiol	Exploratory Investigation of Bacteroides fragilis Transcriptional Response during In vitro Exposure to Subinhibitory Concentration of Metronidazole.
